"Year","Species","RCatch","Group","Habitat"
2007,"DOUBLEBAR GOATFISH",5265,"GOATFISHES","Reef"
2011,"DOUBLEBAR GOATFISH",131,"GOATFISHES","Reef"
2012,"DOUBLEBAR GOATFISH",1499,"GOATFISHES","Reef"
2013,"DOUBLEBAR GOATFISH",242,"GOATFISHES","Reef"
2014,"DOUBLEBAR GOATFISH",1557,"GOATFISHES","Reef"
2015,"DOUBLEBAR GOATFISH",1204,"GOATFISHES","Reef"
2016,"DOUBLEBAR GOATFISH",2424,"GOATFISHES","Reef"
2017,"DOUBLEBAR GOATFISH",577,"GOATFISHES","Reef"
2018,"DOUBLEBAR GOATFISH",7834,"GOATFISHES","Reef"
2020,"DOUBLEBAR GOATFISH",5551,"GOATFISHES","Reef"
2005,"DRAGON MORAY",5599,"MORAYS","Reef"
2004,"DRAGON WRASSE",1036,"WRASSES","Reef"
2013,"EAGLE RAY FAMILY",96,"RAYS","Reef"
2003,"EPAULETTE SOLDIERFISH",868,"SOLDIERFISHES","Reef"
2003,"EYESTRIPED SURGEONFISH",55968,"SURGEONFISHES","Reef"
2004,"EYESTRIPED SURGEONFISH",34621,"SURGEONFISHES","Reef"
2005,"EYESTRIPED SURGEONFISH",32642,"SURGEONFISHES","Reef"
2006,"EYESTRIPED SURGEONFISH",35311,"SURGEONFISHES","Reef"
2007,"EYESTRIPED SURGEONFISH",10149,"SURGEONFISHES","Reef"
2008,"EYESTRIPED SURGEONFISH",26868,"SURGEONFISHES","Reef"
2009,"EYESTRIPED SURGEONFISH",27723,"SURGEONFISHES","Reef"
2010,"EYESTRIPED SURGEONFISH",41338,"SURGEONFISHES","Reef"
2011,"EYESTRIPED SURGEONFISH",19811,"SURGEONFISHES","Reef"
2012,"EYESTRIPED SURGEONFISH",24664,"SURGEONFISHES","Reef"
2013,"EYESTRIPED SURGEONFISH",42907,"SURGEONFISHES","Reef"
2014,"EYESTRIPED SURGEONFISH",33517,"SURGEONFISHES","Reef"
2015,"EYESTRIPED SURGEONFISH",43614,"SURGEONFISHES","Reef"
2016,"EYESTRIPED SURGEONFISH",21805,"SURGEONFISHES","Reef"
2017,"EYESTRIPED SURGEONFISH",21017,"SURGEONFISHES","Reef"
2018,"EYESTRIPED SURGEONFISH",106582,"SURGEONFISHES","Reef"
2019,"EYESTRIPED SURGEONFISH",188731,"SURGEONFISHES","Reef"
2020,"EYESTRIPED SURGEONFISH",77160,"SURGEONFISHES","Reef"
2005,"FLOWERY FLOUNDER",1818,"FLOUNDERS","Reef"
2006,"FLOWERY FLOUNDER",3552,"FLOUNDERS","Reef"
2007,"FLOWERY FLOUNDER",660,"FLOUNDERS","Reef"
2009,"FLOWERY FLOUNDER",3399,"FLOUNDERS","Reef"
2013,"FLOWERY FLOUNDER",901,"FLOUNDERS","Reef"
2017,"FLOWERY FLOUNDER",0,"FLOUNDERS","Reef"
2018,"FLOWERY FLOUNDER",2351,"FLOUNDERS","Reef"
2020,"FLOWERY FLOUNDER",1193,"FLOUNDERS","Reef"
2005,"FRIGATE MACKEREL",790,"MACKERELS","Pelagic"
2006,"FRIGATE MACKEREL",1322,"MACKERELS","Pelagic"
2009,"FRIGATE MACKEREL",348,"MACKERELS","Pelagic"
2020,"FRIGATE MACKEREL",12349,"MACKERELS","Pelagic"
2005,"GALAPAGOS SHARK",7044,"SHARKS","Reef"
2015,"GALAPAGOS SHARK",0,"SHARKS","Reef"
2003,"GIANT TREVALLY",31619,"TREVALLY","Reef"
2004,"GIANT TREVALLY",60804,"TREVALLY","Reef"
2005,"GIANT TREVALLY",34982,"TREVALLY","Reef"
2006,"GIANT TREVALLY",49307,"TREVALLY","Reef"
2007,"GIANT TREVALLY",14536,"TREVALLY","Reef"
2008,"GIANT TREVALLY",32820,"TREVALLY","Reef"
2009,"GIANT TREVALLY",19203,"TREVALLY","Reef"
2010,"GIANT TREVALLY",36714,"TREVALLY","Reef"
2011,"GIANT TREVALLY",19803,"TREVALLY","Reef"
2012,"GIANT TREVALLY",36382,"TREVALLY","Reef"
2013,"GIANT TREVALLY",33752,"TREVALLY","Reef"
2014,"GIANT TREVALLY",28665,"TREVALLY","Reef"
2015,"GIANT TREVALLY",48448,"TREVALLY","Reef"
2016,"GIANT TREVALLY",20228,"TREVALLY","Reef"
2017,"GIANT TREVALLY",11171,"TREVALLY","Reef"
2018,"GIANT TREVALLY",39184,"TREVALLY","Reef"
2019,"GIANT TREVALLY",43254,"TREVALLY","Reef"
2020,"GIANT TREVALLY",44424,"TREVALLY","Reef"
2017,"GLASSEYE SNAPPER",11567,"SNAPPERS","Reef"
2018,"GLASSEYE SNAPPER",23840,"SNAPPERS","Reef"
2019,"GLASSEYE SNAPPER",5230,"SNAPPERS","Reef"
2020,"GLASSEYE SNAPPER",662,"SNAPPERS","Reef"
2003,"GLASSEYE SNAPPER",12101,"SNAPPERS","Reef"
2004,"GLASSEYE SNAPPER",4802,"SNAPPERS","Reef"
2005,"GLASSEYE SNAPPER",1909,"SNAPPERS","Reef"
2006,"GLASSEYE SNAPPER",4679,"SNAPPERS","Reef"
2014,"GLASSEYE SNAPPER",3681,"SNAPPERS","Reef"
2015,"GLASSEYE SNAPPER",7912,"SNAPPERS","Reef"
2016,"GLASSEYE SNAPPER",3843,"SNAPPERS","Reef"
2003,"GOATFISH FAMILY",9306,"GOATFISHES","Reef"
2005,"GOATFISH FAMILY",263,"GOATFISHES","Reef"
2006,"GOATFISH FAMILY",1031,"GOATFISHES","Reef"
2008,"GOATFISH FAMILY",0,"GOATFISHES","Reef"
2011,"GOATFISH FAMILY",764,"GOATFISHES","Reef"
2012,"GOATFISH FAMILY",979,"GOATFISHES","Reef"
2013,"GOATFISH FAMILY",0,"GOATFISHES","Reef"
2015,"GOATFISH FAMILY",764,"GOATFISHES","Reef"
2016,"GOATFISH FAMILY",0,"GOATFISHES","Reef"
2017,"GOATFISHES",1277,"GOATFISHES","Reef"
2018,"GOATFISHES",381,"GOATFISHES","Reef"
2019,"GOATFISHES",8746,"GOATFISHES","Reef"
2020,"GOATFISHES",3347,"GOATFISHES","Reef"
2003,"GOBY FAMILY",868,"GOBIES","Fishpond"
2005,"GOBY FAMILY",4585,"GOBIES","Fishpond"
2008,"GOBY FAMILY",0,"GOBIES","Fishpond"
2010,"GOBY FAMILY",5861,"GOBIES","Fishpond"
2017,"GOBY FAMILY",0,"GOBIES","Fishpond"
2020,"GOBY FAMILY",0,"GOBIES","Fishpond"
2003,"GOLDEN TREVALLY",1081,"TREVALLY","Reef"
2004,"GOLDEN TREVALLY",1588,"TREVALLY","Reef"
2005,"GOLDEN TREVALLY",560,"TREVALLY","Reef"
2006,"GOLDEN TREVALLY",965,"TREVALLY","Reef"
2007,"GOLDEN TREVALLY",0,"TREVALLY","Reef"
2011,"GOLDEN TREVALLY",724,"TREVALLY","Reef"
2012,"GOLDEN TREVALLY",222,"TREVALLY","Reef"
2013,"GOLDEN TREVALLY",335,"TREVALLY","Reef"
2014,"GOLDEN TREVALLY",613,"TREVALLY","Reef"
2015,"GOLDEN TREVALLY",0,"TREVALLY","Reef"
2017,"GOLDEN TREVALLY",112,"TREVALLY","Reef"
2020,"GOLDEN TREVALLY",662,"TREVALLY","Reef"
2003,"GOLDRING SURGEONFISH",211104,"SURGEONFISHES","Reef"
2004,"GOLDRING SURGEONFISH",198761,"SURGEONFISHES","Reef"
2005,"GOLDRING SURGEONFISH",107549,"SURGEONFISHES","Reef"
2006,"GOLDRING SURGEONFISH",111221,"SURGEONFISHES","Reef"
2007,"GOLDRING SURGEONFISH",66411,"SURGEONFISHES","Reef"
2008,"GOLDRING SURGEONFISH",119152,"SURGEONFISHES","Reef"
2009,"GOLDRING SURGEONFISH",232611,"SURGEONFISHES","Reef"
2010,"GOLDRING SURGEONFISH",112368,"SURGEONFISHES","Reef"
2011,"GOLDRING SURGEONFISH",54286,"SURGEONFISHES","Reef"
2012,"GOLDRING SURGEONFISH",135679,"SURGEONFISHES","Reef"
2013,"GOLDRING SURGEONFISH",94526,"SURGEONFISHES","Reef"
2014,"GOLDRING SURGEONFISH",122955,"SURGEONFISHES","Reef"
2015,"GOLDRING SURGEONFISH",35710,"SURGEONFISHES","Reef"
2016,"GOLDRING SURGEONFISH",57666,"SURGEONFISHES","Reef"
2017,"GOLDRING SURGEONFISH",76845,"SURGEONFISHES","Reef"
2018,"GOLDRING SURGEONFISH",230992,"SURGEONFISHES","Reef"
2019,"GOLDRING SURGEONFISH",30943,"SURGEONFISHES","Reef"
2020,"GOLDRING SURGEONFISH",223936,"SURGEONFISHES","Reef"
